-3.115965469161400825e-01 -8.656566053947750694e-01
6.820196720190103978e-02 -7.153494592082406678e-01
2.502583274509607159e-01 -9.930901008336612268e-01
1.894610404517665103e-01 4.135102151825464922e-01
2.089984075879398162e+00 -6.423339531490325216e-01
-1.160669511531026155e+00 -3.729665302006816008e-01
7.711334731078578475e-01 -1.709720843328252471e+00
-5.080817429118013318e-02 -4.932402978973758900e-01
-1.300914658176269278e-01 1.153802157158409225e-01
3.567047566947072479e-01 1.505895145150983883e+00
1.957005551619764305e-01 6.447663125613205537e-01
1.584062334628084434e+00 -2.714493992178845794e-01
1.033130678537065084e+00 -7.979864359279258412e-01
-4.557386892210349080e-03 2.475833894671683466e-01
-1.213055040288314235e+00 5.592662591584897092e-01
-2.426188878080693667e-01 3.760979631321047512e-01
2.342637606187603083e-01 4.490442318957213463e-01
1.588134727153907244e+00 -1.482930090832642378e+00
-1.918734801298457859e-02 1.129572264354649525e+00
8.550480008871319537e-01 -8.558630171968093503e-01
-9.792973790387359267e-01 3.451910909762936734e-03
4.433533263826862636e-01 -5.048145535115939886e-01
3.487154241298027202e-01 8.064474830400235605e-01
-4.464050115487258608e-01 -7.795139516890772224e-01
-3.250164591658429858e-01 -1.578941251769212739e+00
-9.453804671616216071e-01 -8.199125403851050820e-01
2.078835549344654754e-01 -3.926357640746468425e-01
-3.593744283758547042e-01 4.114329136002585763e-01
-2.046590086500144345e-01 -4.279208661983386341e-01
-2.051940292962231849e-01 -1.059383020159622824e+00
3.456127579286752405e-01 2.700820627618862324e-01
-2.031155662709784426e+00 1.273590549921274517e+00
2.416069348901535296e-01 6.033960678059773208e-01
-2.173508290085297112e+00 -1.369914314298523283e+00
8.140274636574835743e-01 5.580376404568223592e-01
-1.137222883684900987e+00 7.754151854053169535e-01
8.406014216788953997e-01 7.790464065367573854e-01
2.110425661736011621e-02 2.413268329331356987e-01
-1.072944402306420075e+00 8.792636409619312143e-01
-7.089571341871745425e-01 -6.069557856421478048e-01
